name,empty_slots,free_bikes,latitude,longitude,timestamp
Quai de l'Oise - Aisne,11,19,48.8906231,2.3833701,2023-12-06T02:45:09.626000Z
Goutte d'or - Barbès,4,16,48.885124323627,2.3496962338686,2023-12-06T02:45:09.700000Z
Charonne - Bureau,31,14,48.854176,2.396093,2023-12-06T02:45:12.332000Z
Square Louise Michel,29,7,48.884687354509,2.3441386967897,2023-12-06T02:45:10.300000Z
Mairie de Clamart,21,11,48.800612,2.262151,2023-12-06T02:45:11.208000Z
Vaugirard - Pasteur,19,2,48.84040868803496,2.3154367133975033,2023-12-06T02:45:11.490000Z
Place Jeanne d'Arc,13,23,48.829575,2.369126,2023-12-06T02:45:09.906000Z
Douai - Pierre Fontaine,20,3,48.88229101148092,2.33324121683836,2023-12-06T02:45:11.200000Z
Bessières - Porte de Clichy,13,19,48.89611762451474,2.31790903955698,2023-12-06T02:45:11.637000Z
Portugais - Kléber,24,1,48.8712148,2.2937349,2023-12-06T02:45:12.442000Z
Maréchal Joffre - Verdun,13,7,48.85385,2.470307,2023-12-06T02:45:09.445000Z
Place Edmond Michelet,18,4,48.860134890542,2.3500636965036,2023-12-06T02:45:09.810000Z
Emile Zola - Fondary,30,12,48.847051143113745,2.2953405976295476,2023-12-06T02:45:11.745000Z
Taitbout - La Fayette,48,2,48.87332988919973,2.3352625966072087,2023-12-06T02:45:09.369000Z
Charles Tillon - Cimetière Communal,10,20,48.91844023641836,2.3935630917549138,2023-12-06T02:45:11.245000Z
Saint-Mandé - Fabre d'Eglantine,23,11,48.8453579,2.3965022,2023-12-06T02:45:09.213000Z
Quai du Président Roosevelt - Pont Aval,22,8,48.8343883676388,2.2656820714473724,2023-12-06T02:45:09.819000Z
Delizy - Louis Nadot,15,6,48.896212845581346,2.4094578623771667,2023-12-06T02:45:10.170000Z
Halles - Bourdonnais,18,1,48.860448992575,2.3460162431002,2023-12-06T02:45:10.417000Z
Île de la Jatte,7,12,48.894036161302104,2.2666339203715324,2023-12-06T02:45:09.686000Z
Centre Georges Pompidou,22,2,48.861419,2.352581,2023-12-06T02:45:09.279000Z
Place Saint-Just,3,18,48.790379518724265,2.3895226791501045,2023-12-06T02:45:11.210000Z
Rochechouart - Martyrs,19,1,48.882193779572,2.3405495658517,2023-12-06T02:45:10.377000Z
Placette Grégoire Collas,0,24,48.94342014002797,2.2487476095557213,2023-12-06T02:45:09.462000Z
Gérando - Rochechouart,21,0,48.88294340845,2.3464846238494,2023-12-06T02:45:12.255000Z
Candale - Mehul,16,9,48.8893935006175,2.414379715919495,2023-12-06T02:45:11.310000Z
Porte des Lilas - Faidherbe,34,4,48.87861855668978,2.4120327830314636,2023-12-06T02:45:10.006000Z
Suffren - Champ de Mars,20,1,48.8547194,2.2952168,2023-12-06T02:45:12.465000Z
Balzac - Olympes de Gouges,8,20,48.77850332486751,2.4006786569952965,2023-12-06T02:45:10.066000Z
Square Bela Bartok,3,21,48.85120156830401,2.2846536710858345,2023-12-06T02:45:10.507000Z
Fort d'Aubervilliers,9,12,48.91502382370325,2.4035281687974925,2023-12-06T02:45:10.413000Z
Gare du Nord - Faubourg Saint-Denis,25,3,48.879612765503616,2.3568402975797653,2023-12-06T02:45:11.718000Z
Saint-Germain - Ciseaux,17,1,48.853305277595,2.3344654618827,2023-12-06T02:45:11.484000Z
Crozatier - Faubourg Saint-Antoine,1,39,48.850440013405,2.378901366211,2023-12-06T02:45:11.363000Z
Place Nelson Mandela,26,4,48.897874318180556,2.2182820737361912,2023-12-06T02:45:11.672000Z
Hoche - Tilsitt,33,0,48.874836457837,2.2971323132515,2023-12-06T02:45:11.282000Z
Londres - Place d'Estienne d'Orves,22,1,48.876693805756986,2.3305362090468407,2023-12-06T02:45:11.624000Z
Place Ginette Hamelin,34,17,48.837853,2.382064,2023-12-06T02:45:09.909000Z
Pont de Suresnes,24,0,48.867415092322,2.2258946679617,2023-12-06T02:45:11.973000Z
Esplanade du Foncet - Camille Desmoulins,7,20,48.827090233494964,2.2606857866048813,2023-12-06T02:45:12.458000Z
Auguste Blanqui - Corvisart,10,16,48.8300989,2.3502726,2023-12-06T02:45:09.806000Z
Dunkerque - Trudaine,13,2,48.88215166773376,2.3463253676891327,2023-12-06T02:45:09.616000Z
Joseph Dijon - Ornano,15,22,48.89374453351521,2.3476678133010864,2023-12-06T02:45:09.332000Z
Gare du Stade,2,18,48.9312676,2.2603778,2023-12-06T02:45:09.936000Z
Square Denise Buisson,38,6,48.8562322730982,2.426436245441437,2023-12-06T02:45:09.587000Z
Glacière - Soeur Catherine Marie,2,37,48.829522989420596,2.343570403754711,2023-12-06T02:45:10.736000Z
Place Monge,15,6,48.842761803051,2.3524079471827,2023-12-06T02:45:10.376000Z
Jourdan - Stade Charléty,38,22,48.819428333369,2.3433353751898,2023-12-06T02:45:09.842000Z
Maurice d'Ocagne - General Maudhuy,24,6,48.82414282524159,2.3158789426088333,2023-12-06T02:45:09.630000Z
Vivienne - Montmartre,36,2,48.871347597383,2.3414588347077,2023-12-06T02:45:09.745000Z
Marché Saint-Quentin,5,8,48.877356057652,2.3545114456374,2023-12-06T02:45:11.473000Z
Geoffroy - Marie,16,3,48.873781940593325,2.344513876337893,2023-12-06T02:45:11.720000Z
Toffier Decaux - Cartier Bresson,7,9,48.90165072551549,2.4017545580863957,2023-12-06T02:45:11.508000Z
Place de Rungis,1,30,48.82245594764965,2.347382729482953,2023-12-06T02:45:09.621000Z
Vivaldi - Antoine-Julien Hénard,23,3,48.841923663276546,2.389728979467376,2023-12-06T02:45:12.456000Z
Godot de Mauroy - Madeleine,22,0,48.869789,2.326347,2023-12-06T02:45:10.198000Z
Madagascar - Meuniers,2,30,48.83460464474706,2.3970650508999825,2023-12-06T02:45:09.540000Z
Abbé Groult - Convention,0,12,48.83596927866069,2.302064039509349,2023-12-06T02:45:12.253000Z
Saint-Denis - Rivoli,36,7,48.859059340842,2.3476943001151,2023-12-06T02:45:09.768000Z
Buffon - Jardin des Plantes,11,19,48.842668466104875,2.3618587106466293,2023-12-06T02:45:09.771000Z
Louis Xavier de Ricard - Ancienne Mairie,23,10,48.84629899065091,2.472420372068882,2023-12-06T02:45:10.124000Z
Lebrun - Colonel Fabien ,17,10,48.78266870733145,2.381317801773548,2023-12-06T02:45:12.461000Z
Saint-Antoine Sévigné,3,27,48.8550222,2.3612322,2023-12-06T02:45:10.375000Z
Place Joffre - Frédéric le Play,33,5,48.853754486938,2.3044242337346,2023-12-06T02:45:09.933000Z
Square Etienne Jarousse,19,6,48.82485182597129,2.2925933450460434,2023-12-06T02:45:10.823000Z
Rottembourg - Général Michel Bizot,6,37,48.83787825992554,2.4044052511453633,2023-12-06T02:45:11.135000Z
Sebastopol - Rambuteau,13,1,48.86181809267,2.3501381278038,2023-12-06T02:45:09.347000Z
Cloître Saint-Merri - Renard,27,4,48.858835448898,2.3518279194832,2023-12-06T02:45:11.688000Z
Gare d'Argenteuil,8,31,48.947022436806705,2.256898172199726,2023-12-06T02:45:12.333000Z
Mairie du 8ème ,9,5,48.877932,2.318264,2023-12-06T02:45:09.753000Z
Jules Guesdes - Général de Gaulle,16,8,48.81930581291959,2.278934195637703,2023-12-06T02:45:09.449000Z
Bibliothèque Nationale - Richelieu,14,2,48.868288993515,2.3380893096328,2023-12-06T02:45:09.855000Z
Marché Saint-Germain,19,2,48.85165625855281,2.335500307381153,2023-12-06T02:45:10.911000Z
Cherche-Midi - Hôpital Necker,34,4,48.84461063309956,2.317914068698883,2023-12-06T02:45:11.164000Z
Charenton - Prague,9,16,48.848175129981,2.3763584494312,2023-12-06T02:45:10.418000Z
Place Aimé Césaire,25,2,48.783194713067815,2.2429127991199493,2023-12-06T02:45:09.872000Z
Bourg l'Abbé - Saint-Martin,36,4,48.86393331949257,2.352406270802021,2023-12-06T02:45:11.124000Z
Hôpital Necker,32,6,48.846043490118454,2.313245013356209,2023-12-06T02:45:11.553000Z
Condorcet - Turgot,15,4,48.87985155789093,2.345232367515564,2023-12-06T02:45:11.639000Z
Dareau - Broussais,14,10,48.8307758,2.3361804,2023-12-06T02:45:09.747000Z
Jean Monnet - Iles,10,22,48.823393984057304,2.2497073194874866,2023-12-06T02:45:09.734000Z
Parc Eli Lotar,5,13,48.91844993053703,2.3727085813879967,2023-12-06T02:45:09.346000Z
Villiers - Batignolles,19,3,48.88125253846116,2.31653843075037,2023-12-06T02:45:10.953000Z
Stalingrad - Rigollots,20,30,48.84997403844251,2.45557576417923,2023-12-06T02:45:09.460000Z
Place Charles Michels,6,31,48.846401,2.28502,2023-12-06T02:45:09.914000Z
Croix Nivert - Square Saint-Lambert,24,23,48.8430515215905,2.295200452208519,2023-12-06T02:45:09.660000Z
Mairie du 14ème,21,11,48.83254578123,2.3254923149943,2023-12-06T02:45:11.768000Z
Benoît Frachon - République,26,4,48.85230729014318,2.415605485439301,2023-12-06T02:45:11.345000Z
Dutot - Place Alleray,25,31,48.836826091766,2.3071701095578,2023-12-06T02:45:12.425000Z
Leredde - Tolbiac,23,20,48.82887629664,2.3744382709265,2023-12-06T02:45:09.597000Z
Jean Jaurès - Jules Jacquemin,4,18,48.88433053604843,2.4082902455152104,2023-12-06T02:45:10.716000Z
Marne - Charles de Gaulle,1,26,48.815071719544434,2.4121668934822087,2023-12-06T02:45:10.944000Z
Saint-Benoît - Jacob,21,1,48.85545136013941,2.3334722220897675,2023-12-06T02:45:11.150000Z
Jardins d'Eole,2,18,48.8869703,2.3668488,2023-12-06T02:45:09.579000Z
Didot - Place de Moro-Giafferi,9,11,48.8337,2.3215,2023-12-06T02:45:09.754000Z
Davout - Volga,19,9,48.852919679957296,2.410522909779111,2023-12-06T02:45:11.835000Z
Porte de la Muette,32,4,48.86302317841182,2.2687188170157406,2023-12-06T02:45:09.769000Z
Landy - Heurtault,10,20,48.915096534520316,2.375951372087002,2023-12-06T02:45:10.414000Z
Paradis - Hauteville,21,10,48.874999954666755,2.3522757401923404,2023-12-06T02:45:11.733000Z
Bruant - Vincent Auriol,15,10,48.834848452929,2.3668264996271,2023-12-06T02:45:09.866000Z
Place des Droits de l'Enfant,4,19,48.8274804,2.3319217,2023-12-06T02:45:09.362000Z
Richard Lenoir - Place de la Bastille,47,5,48.8538327,2.3697222,2023-12-06T02:45:09.222000Z
Bréguet - Sabin,8,24,48.856931678257,2.3706749462105,2023-12-06T02:45:09.746000Z
Toqueville - Cardinet,21,11,48.88490187110713,2.3109393194317818,2023-12-06T02:45:11.788000Z
Richard Lenoir - Voltaire,5,19,48.86164273878,2.3727491497993,2023-12-06T02:45:11.172000Z
Paul Bodin - Clichy,21,11,48.89239614618928,2.317142598330975,2023-12-06T02:45:12.164000Z
Raymond Poincaré - Place Victor Hugo,21,1,48.870306124369975,2.285074541420228,2023-12-06T02:45:09.564000Z
Hôtel de Ville de Sèvres,30,2,48.824363561288756,2.2131047397851944,2023-12-06T02:45:09.391000Z
Place de la Madeleine - Royale,22,1,48.869228052648,2.324421107769,2023-12-06T02:45:09.221000Z
Porte de Bagnolet,31,2,48.864707139122984,2.408344637349607,2023-12-06T02:45:11.833000Z
Ruisseau - Ordener,1,29,48.89299462568024,2.340144887566567,2023-12-06T02:45:09.770000Z
Ecoles - Carmes,36,0,48.848904447989405,2.3473486304283147,2023-12-06T02:45:09.886000Z
Plantes - Moulin Vert,35,9,48.83005755305626,2.3232302069664006,2023-12-06T02:45:10.071000Z
Crevaux - Bugeaud,27,3,48.870809428669546,2.281149007691853,2023-12-06T02:45:10.518000Z
Artois - Berri,22,0,48.87393521240818,2.3064258322119713,2023-12-06T02:45:09.442000Z
Jules Vallès - Charonne,1,21,48.85428437993525,2.384767457842827,2023-12-06T02:45:11.300000Z
Porte Molitor,56,2,48.84524763511433,2.2569015249609947,2023-12-06T02:45:10.207000Z
Charles Frérot - Albert Guilpin,2,27,48.8155839183714,2.3505029082298283,2023-12-06T02:45:09.375000Z
Cadix - Hameau,6,31,48.8340107632249,2.289516180753708,2023-12-06T02:45:12.312000Z
Reuilly - Place Felix Eboue,28,14,48.84030274499962,2.394630398715453,2023-12-06T02:45:09.508000Z
Gare RER les Grésillons,4,16,48.919898633572764,2.31458459136273,2023-12-06T02:45:12.198000Z
Alfred de Vigny - Place du Général Brocard,31,2,48.87836138361425,2.305254448220567,2023-12-06T02:45:10.825000Z
Cambon - Rivoli,31,6,48.866143390992,2.3251800647137,2023-12-06T02:45:11.068000Z
Jean Mermoz - Champs-Elysées,30,3,48.869689856852,2.3107324540615,2023-12-06T02:45:09.595000Z
Place de la Nation - Picpus,31,4,48.846821681548,2.4001130461693,2023-12-06T02:45:11.738000Z
Poissonniers - Championnet,14,8,48.89543299733937,2.3530178144574165,2023-12-06T02:45:11.997000Z
Flandrin - Longchamp,36,4,48.86877849178477,2.274354539176829,2023-12-06T02:45:11.155000Z
Grande Truanderie - Saint-Denis,26,5,48.8626302,2.3498075,2023-12-06T02:45:09.408000Z
Square Claude Bernard,26,2,48.89876016219984,2.375325746834278,2023-12-06T02:45:09.500000Z
Chevreuse - Montparnasse,14,1,48.841739161231,2.3315522167367,2023-12-06T02:45:11.974000Z
Henri Ravera - Gabriel Péri,9,21,48.79722273833844,2.302115857601166,2023-12-06T02:45:10.180000Z
Perle - Vieille du Temple,25,11,48.8601346,2.3611206,2023-12-06T02:45:12.102000Z
Sèvres - Lecourbe,57,5,48.8447677,2.3110086,2023-12-06T02:45:10.926000Z
Epée de Bois - Mouffetard,51,7,48.841508690388835,2.350066713988781,2023-12-06T02:45:09.929000Z
Claude Vellefaux - Hôpital Saint-Louis,6,26,48.872859139003,2.3700717069851,2023-12-06T02:45:10.830000Z
Maxime Gorki - Louis Aragon,18,2,48.78909814728443,2.368387877941132,2023-12-06T02:45:09.261000Z
Roger Salengro - Général de Gaulle,2,25,48.820029010376956,2.4846760556101803,2023-12-06T02:45:10.640000Z
Murat - Porte de Saint-Cloud,18,19,48.83750862621299,2.2577651962637906,2023-12-06T02:45:11.675000Z
Gare Montparnasse - Arrivée,41,2,48.843827994315,2.3225811123848,2023-12-06T02:45:10.946000Z
Camille Risch - Paul Armangot,14,11,48.774703,2.373685,2023-12-06T02:45:10.301000Z
Reuilly - Daumesnil,23,12,48.8395385,2.3972516,2023-12-06T02:45:10.461000Z
Place de la Nation - Charonne,6,27,48.848364667777,2.3997623859813,2023-12-06T02:45:11.325000Z
Charentonneau - Maisons Alfort,1,19,48.809932980484355,2.443288456496946,2023-12-06T02:45:10.062000Z
Place des Abbesses,7,4,48.884542726149725,2.3386867716908455,2023-12-06T02:45:10.811000Z
Sorbier - Ménilmontant,16,7,48.86854239566069,2.3897721245884895,2023-12-06T02:45:09.987000Z
Mairie du 16ème,32,3,48.863936848471994,2.2765953093767166,2023-12-06T02:45:11.554000Z
Mairie d'Issy,38,2,48.8237677924683,2.27231115102768,2023-12-06T02:45:11.674000Z
Square Montholon,9,11,48.876620377545024,2.3457641154527664,2023-12-06T02:45:09.476000Z
Louis Lumière.,18,4,48.86216198070008,2.41112578185621,2023-12-06T02:45:10.061000Z
Maine - Liancourt,25,0,48.835064363954,2.323731449974,2023-12-06T02:45:10.060000Z
Pyrénées - Avron,14,18,48.853246898211985,2.405871044529538,2023-12-06T02:45:11.820000Z
Cité Vaneau,18,8,48.8542210666207,2.319614924490452,2023-12-06T02:45:09.963000Z
Leibniz - Jean Dollfus,18,14,48.896328348515986,2.333390423834684,2023-12-06T02:45:10.813000Z
Herschel - Observatoire,34,3,48.84342376221923,2.3376645147800446,2023-12-06T02:45:09.282000Z
Gambetta - Père Lachaise,23,6,48.864295696165875,2.398228667282044,2023-12-06T02:45:10.753000Z
Louis Blanc - La Chapelle,14,7,48.884008964514,2.3599335551262,2023-12-06T02:45:10.466000Z
Gare de Reuilly - Picpus,22,5,48.84267354116789,2.3972943797707558,2023-12-06T02:45:10.349000Z
Pergolèse - Marbeau,23,3,48.87356870686902,2.281512522529856,2023-12-06T02:45:10.913000Z
Porte de Clignancourt - Ney,23,15,48.899641123987095,2.344321422278881,2023-12-06T02:45:09.300000Z
Jourdan - Cité Universitaire,25,14,48.819897343156676,2.3397007964124366,2023-12-06T02:45:09.976000Z
Phalsbourg - Villiers,14,5,48.88242307900951,2.3090453445911407,2023-12-06T02:45:12.325000Z
Parme - Clichy,24,0,48.88126642422664,2.328197093450571,2023-12-06T02:45:12.428000Z
Beaubourg - Michel-le-Comte,9,7,48.862534941806,2.3543103039265,2023-12-06T02:45:10.793000Z
Cordelières - Arago,7,38,48.83548071896613,2.348572461702221,2023-12-06T02:45:09.932000Z
Niger - Soult,22,2,48.84369906369085,2.410361237220498,2023-12-06T02:45:10.928000Z
Molitor - Michel-Ange,46,4,48.845182081538034,2.26211277356597,2023-12-06T02:45:11.480000Z
Place du Colonel Fabien,21,6,48.87756832086,2.3698791861534,2023-12-06T02:45:10.106000Z
Gare Saint-Lazare - Stockholm,29,2,48.877127316667654,2.322417162358761,2023-12-06T02:45:11.716000Z
Turbigo - Française,13,2,48.86358858111446,2.3477794602513313,2023-12-06T02:45:10.236000Z
Centquatre,30,11,48.88933353845543,2.3707854375243187,2023-12-06T02:45:09.537000Z
Place de l'Europe - Alfortville,9,15,48.78913702405837,2.4284800887107854,2023-12-06T02:45:09.404000Z
Emile Reynaud - Porte de la Villette ,1,21,48.90098953630053,2.3887022584676743,2023-12-06T02:45:09.547000Z
Turbigo - Réaumur,18,10,48.86557404753054,2.3564198613166814,2023-12-06T02:45:11.654000Z
Bargue -  Dutot,3,18,48.837884,2.308876,2023-12-06T02:45:10.238000Z
Chausson - Gabriel Péri,3,17,48.921891003481115,2.2952306270599365,2023-12-06T02:45:11.403000Z
Beaumarchais - Saint-Gilles,16,31,48.8580378,2.3679352,2023-12-06T02:45:09.858000Z
Pyrénées - Plaine,6,4,48.85026702458,2.4062821269035,2023-12-06T02:45:09.427000Z
Louis le Grand - Italiens,30,2,48.870508937204,2.3340544619393,2023-12-06T02:45:10.294000Z
Porte de Pantin.,29,4,48.889199725577,2.3950181901455,2023-12-06T02:45:09.580000Z
Lucien Lanternier - Le Luth,3,24,48.93159430558871,2.2889783978462224,2023-12-06T02:45:12.248000Z
Archives - Rivoli,20,3,48.857346707443,2.3539767041802,2023-12-06T02:45:10.196000Z
Frères Flavien - Porte des Lilas,23,0,48.8780992764359,2.41104629853209,2023-12-06T02:45:10.754000Z
Sainte-Elisabeth - Turbigo,14,16,48.86610337431042,2.359649240970612,2023-12-06T02:45:11.017000Z
Joffre - Aigle,12,8,48.904033,2.245096,2023-12-06T02:45:09.891000Z
Française - Etienne Marcel,30,7,48.864053304653766,2.347587011754513,2023-12-06T02:45:09.395000Z
Maurice Payret-Dortail,16,5,48.87811957063342,2.2233625128865246,2023-12-06T02:45:09.657000Z
Nationale - Vincent Auriol,22,11,48.83252708397293,2.362354410392119,2023-12-06T02:45:11.516000Z
Etienne Marcel - Montorgueil,24,4,48.86450567259199,2.3461959511041637,2023-12-06T02:45:11.655000Z
Square Emile - Chautemps,18,6,48.867433724231,2.3536357283592,2023-12-06T02:45:09.277000Z
Cléry - Montmartre,43,1,48.867458,2.3445211,2023-12-06T02:45:11.020000Z
Montmartre - Etienne Marcel,14,0,48.86502194581,2.3450684401448,2023-12-06T02:45:11.264000Z
Solitaires - Place des Fêtes,24,5,48.876601,2.391769,2023-12-06T02:45:12.035000Z
Temple - Haudriettes,16,3,48.861636880212,2.3566960206458,2023-12-06T02:45:11.334000Z
Saint-Denis - Réaumur,29,3,48.8661116315789,2.3507790675507594,2023-12-06T02:45:09.263000Z
Gare d'Austerlitz - Pont Charles de Gaulle,47,7,48.842319830109304,2.3670300096273422,2023-12-06T02:45:12.100000Z
Didot - Mariniers,23,11,48.82650543613106,2.313136198271666,2023-12-06T02:45:09.226000Z
Olivier de Serres - Leriche,9,16,48.83460221715206,2.2957482933998112,2023-12-06T02:45:11.197000Z
Mairie du 3ème,12,19,48.86446178139141,2.361762821674347,2023-12-06T02:45:11.684000Z
Gardenat-Lapostol - Velettes,20,0,48.87387,2.224185,2023-12-06T02:45:11.532000Z
Blancs-Manteaux - Archives,25,3,48.85941800703,2.3559471219778,2023-12-06T02:45:11.686000Z
Adolphe Pinard - Victor Hugo,39,10,48.8236825874564,2.3077843710780144,2023-12-06T02:45:09.310000Z
Bézout - Général Leclerc,22,8,48.82884804502439,2.3285973072052,2023-12-06T02:45:11.174000Z
Hôtel de Ville d'Asnières sur Seine,0,27,48.90999330025577,2.288238108158112,2023-12-06T02:45:09.931000Z
Place de la République - Temple,11,5,48.867211201859,2.3635464370545,2023-12-06T02:45:09.924000Z
Gare du Nord - La Chapelle,7,10,48.884178287286,2.3561057075858,2023-12-06T02:45:12.364000Z
Quai des Célestins - Henri IV,8,4,48.8512971,2.3624535,2023-12-06T02:45:10.719000Z
Victoire - Laffitte,17,2,48.87514373494672,2.338118505144376,2023-12-06T02:45:10.958000Z
Eugène Varlin - Place de la Paix,17,6,48.792862,2.363093,2023-12-06T02:45:09.623000Z
Rivoli - Musée du Louvre,18,6,48.86364636851945,2.33409583568573,2023-12-06T02:45:09.461000Z
Alouettes - Maréchal de Lattre de Tassigny,11,11,48.85511009293948,2.4930700287222862,2023-12-06T02:45:11.628000Z
Saint-Gilles - Turenne,3,14,48.858158956779,2.3647149920992,2023-12-06T02:45:11.683000Z
Mairie du 4ème,13,30,48.855949910497,2.3563823103905,2023-12-06T02:45:11.266000Z
Fille du Calvaire - Turenne,5,21,48.86210505412563,2.3649600148200993,2023-12-06T02:45:09.344000Z
Tiron - Rivoli,4,20,48.855692253233,2.3579058051109,2023-12-06T02:45:11.604000Z
Froidevaux - Boulard,27,7,48.835147319625,2.3294411972165,2023-12-06T02:45:10.294000Z
Village Saint-Paul,2,26,48.852639866624806,2.3607301712036137,2023-12-06T02:45:09.618000Z
Cesaria Evora - Rosa Parks,36,4,48.89717672825043,2.3745173960924144,2023-12-06T02:45:10.218000Z
Château - République,13,5,48.905928,2.253629,2023-12-06T02:45:10.318000Z
Bas - Gabriel Péri,10,19,48.91585580539625,2.2948095202445984,2023-12-06T02:45:09.596000Z
Poulet - Barbès,0,0,48.887148,2.349064,2023-12-06T02:45:12.010000Z
Choiseul - Quatre Septembre ,42,1,48.8699355331869,2.3359975218772893,2023-12-06T02:45:09.816000Z
Mairie du Kremlin-Bicêtre,8,17,48.81191981537702,2.3570189997553825,2023-12-06T02:45:09.326000Z
Porte de Saint Cloud - Parc des Princes,11,20,48.83866275706582,2.2525164484977727,2023-12-06T02:45:09.773000Z
Square Pierre Lazareff,14,3,48.867141720745806,2.348393350839615,2023-12-06T02:45:09.521000Z
Jean-Jacques Rousseau - Deux Ecus,16,6,48.86297805972131,2.3414635285735126,2023-12-06T02:45:11.981000Z
Ventadour - Opéra,24,1,48.866810653323,2.3343884482519,2023-12-06T02:45:11.357000Z
Saint-Bon - Rivoli,16,3,48.857999643315,2.3502172809763,2023-12-06T02:45:11.457000Z
Grande Rue - Europe,17,8,48.8218104687602,2.205879874527455,2023-12-06T02:45:09.370000Z
Édouard Vaillant - Place Jean Jaurès,7,16,48.86265537999924,2.2089037319128613,2023-12-06T02:45:09.790000Z
Aboukir - Alexandrie,9,11,48.86868344444473,2.3502043269474897,2023-12-06T02:45:10.460000Z
Alger - Rivoli,18,2,48.864773553495,2.3294493936128,2023-12-06T02:45:11.935000Z
Mairie de Rosny-sous-Bois,12,17,48.871256519012,2.4865807592869,2023-12-06T02:45:09.450000Z
Saint-Honoré - 29 juillet,12,4,48.86557114282421,2.330567417577153,2023-12-06T02:45:10.306000Z
Gare des Vallées,1,19,48.913179,2.257726,2023-12-06T02:45:09.656000Z
Choisy - Malmaisons,18,7,48.821919702956144,2.3633468834070914,2023-12-06T02:45:09.388000Z
Oratoire - Rivoli,6,11,48.861342760889,2.3400047421455,2023-12-06T02:45:10.392000Z
Filles Saint-Thomas - Place de la Bourse,58,0,48.868899890853,2.3397543845203,2023-12-06T02:45:09.997000Z
Pau Casals - Neuve Tolbiac,28,23,48.8311602,2.3774395,2023-12-06T02:45:09.492000Z
Chaussée d'Antin - Haussmann,22,1,48.87243,2.33359,2023-12-06T02:45:12.288000Z
Mairie du 2ème,25,2,48.8672190355135,2.3404625437747044,2023-12-06T02:45:11.378000Z
Place du Lieutenant Henri Karcher,28,2,48.863490871724466,2.3400671035051346,2023-12-06T02:45:12.182000Z
Arthur Ranc - Hôpital Bichat,1,25,48.8978712500682,2.333521842956543,2023-12-06T02:45:12.343000Z
Le Goff - Gay-Lussac,29,5,48.8461024009786,2.3412207886576653,2023-12-06T02:45:11.932000Z
Saint-Placide - Cherche Midi,56,6,48.8490535919234,2.325317971408367,2023-12-06T02:45:10.302000Z
Bréa - Raspail,24,0,48.842738478258,2.3297942217634,2023-12-06T02:45:10.416000Z
Amédée Huon - Fort d'Ivry,7,24,48.805131376899986,2.388489693403244,2023-12-06T02:45:09.312000Z
Saint-Honoré - Musée du Louvre,19,1,48.863443132848,2.3348781846405,2023-12-06T02:45:12.227000Z
Jouffroy d'Abbans - Villiers,18,16,48.88421554703737,2.3056533560156827,2023-12-06T02:45:11.784000Z
Archives - Pastourelle,12,15,48.8623615,2.3595041,2023-12-06T02:45:12.365000Z
Résistance - Parmentier,33,1,48.85965138131299,2.436705082654953,2023-12-06T02:45:09.706000Z
Place de la Division Leclerc,32,3,48.793824988636516,2.2731140430551027,2023-12-06T02:45:09.465000Z
Cardinal Lavigerie,27,17,48.832934193699835,2.402636749399156,2023-12-06T02:45:11.748000Z
Coquillière - Louvre,20,1,48.86379590966231,2.3425736278295517,2023-12-06T02:45:09.788000Z
Lampes,2,40,48.81152481985875,2.4017931148409843,2023-12-06T02:45:10.090000Z
Place des Victoires,20,2,48.8660354,2.3420333,2023-12-06T02:45:09.617000Z
Danielle Casanova - Opéra,12,7,48.867643242297,2.3333894088864,2023-12-06T02:45:10.374000Z
Victor Massé - Jean-Baptiste Pigalle,18,0,48.8811043724,2.3366955667734,2023-12-06T02:45:11.401000Z
Belles Feuilles - Place de Mexico,20,3,48.865804746474,2.2829206287861,2023-12-06T02:45:11.931000Z
Les Halles - Saint-Eustache,28,3,48.86362695901683,2.342623919248581,2023-12-06T02:45:12.460000Z
Jules Guesdes - Carnot,7,9,48.93828169931872,2.3508992046117783,2023-12-06T02:45:09.225000Z
Simon Bolivar - Henri Turot,0,0,48.876887,2.374454,2023-12-06T02:45:11.719000Z
Silly - Louis Blériot,17,6,48.83219045374266,2.2340199351310734,2023-12-06T02:45:10.206000Z
Les Blagis,16,11,48.785205,2.302526,2023-12-06T02:45:09.358000Z
Saint-Mande - Picpus,31,4,48.845127728278,2.4015686296482,2023-12-06T02:45:09.776000Z
Sorbier - Gasnier-Guy,13,21,48.86521763101122,2.39365965127945,2023-12-06T02:45:10.923000Z
Paganini - Davout,14,8,48.85135,2.412021,2023-12-06T02:45:09.269000Z
Saint-Fiacre - Poissonière,34,0,48.870828911558,2.3459213599563,2023-12-06T02:45:11.682000Z
Bagnolet - Place Saint-Blaise,16,12,48.85973,2.40334,2023-12-06T02:45:11.181000Z
Gare RER - Maurice Grandcoing,1,35,48.813881,2.392429,2023-12-06T02:45:12.407000Z
Jouffroy d'Abbans - Malesherbes,16,10,48.8850134,2.3070717,2023-12-06T02:45:11.557000Z
Gobelins - Port-Royal,14,25,48.837135900263,2.3515201359987,2023-12-06T02:45:09.491000Z
Place du Maréchal de Lattre de Tassigny,0,27,48.821707715257055,2.2853431485432423,2023-12-06T02:45:12.066000Z
Belleville -  Pré Saint-Gervais,17,4,48.875565910073,2.3930460959673,2023-12-06T02:45:10.049000Z
Manin - Secrétan,16,3,48.8791665,2.3787959,2023-12-06T02:45:09.255000Z
